repo,sha,author,date_iso,subject,isolated_units,macro_groups,pandas_types_union,polars_types_union,is_tangled,changed_py_files
mattheaphy/actxpspy,7eacaa5b52cc53325b956eaf6ef1bfa37d2847c2,Matt Heaphy,2024-02-22T23:52:51-05:00,#NAME?,1,Time series & window;Core dataframe transforms,DataFrame,Core dataframe transforms;Time series & window,False,actxps/expose.py
mattheaphy/actxpspy,8bb7bc3a887f204e71cd944d7b3d7e8df19dcfbc,Matt Heaphy,2024-02-22T08:58:29-05:00,ExposedDF group_by update for polars,1,Core dataframe transforms,Series,Other polars API,False,actxps/expose.py
mattheaphy/actxpspy,db5fc12b38b80b4997aab257c6997caaecd061dc,Matt Heaphy,2024-02-22T08:41:37-05:00,Expose updates - polars fixes found in testing - from_dataframe updated for polars,1,Aggregation & joins;Core dataframe transforms,General functions,Core dataframe transforms,False,actxps/expose.py
mattheaphy/actxpspy,636ba218a7f47872afb0e018982b76dec78cf81a,Matt Heaphy,2024-02-22T07:59:36-05:00,updates to test_expose for polars,1,Aggregation & joins;Missing values;Core dataframe transforms,DataFrame;General functions;Missing values,Core dataframe transforms,False,tests/test_expose.py
mattheaphy/actxpspy,3c97e0b411314e9a76b691e8cabe9f06205eb487,Matt Heaphy,2024-02-21T07:08:18-05:00,updated ExposedDF.__init__ to use polars,1,Aggregation & joins;Missing values;Core dataframe transforms;Types & schema,"DataFrame;General functions;Missing values;Series;pandas arrays, scalars, and data types",Core dataframe transforms;Types & schema,False,actxps/expose.py
mattheaphy/actxpspy,325e7c2b78869dcad4e2ab1d57f75f9762769332,Matt Heaphy,2024-02-19T14:53:41-05:00,updated pol_* functions and tests for polars,1,Core dataframe transforms,DataFrame;Series,Other polars API,False,actxps/dates.py
mattheaphy/actxpspy,a9ed5587ed84655055fad525da8a1f4f975b63c3,Matt Heaphy,2024-02-19T14:26:26-05:00,"date test update - removed add_*, polars for frac_*",1,Aggregation & joins,General functions,Other polars API,False,tests/test_dates.py
mattheaphy/actxpspy,4bcf3684753258ed6b064ff04cf8ef65b627d603,Matt Heaphy,2024-02-19T13:16:39-05:00,#NAME?,2,Aggregation & joins;Core dataframe transforms;Types & schema,DataFrame;General functions;Series,Other polars API;Types & schema,False,actxps/dates.py;actxps/expose.py
mattheaphy/actxpspy,6f1c26848868bb93c232d2816cf80bc681992c79,Matt Heaphy,2024-02-19T08:31:10-05:00,converted remaining datasets to polars,1,IO boundary;Core dataframe transforms,DataFrame;Input/output,Input/output,False,actxps/datasets.py
mattheaphy/actxpspy,bbe5d7e5b73688b5b198d7790ea80b5d7a3bbd73,Matt Heaphy,2024-02-19T08:20:50-05:00,converted toy_census to polars,2,IO boundary;Aggregation & joins;Core dataframe transforms;Types & schema,DataFrame;General functions;Input/output;Series,Core dataframe transforms;Input/output;Types & schema,False,actxps/data/create_data.py;actxps/datasets.py
mexca/mexca,397aab66500bb644331c93773cbb5db6a9fa9c27,maltelueken,2023-10-18T16:44:31+02:00,Replace pandas with polars for faster merging,3,Aggregation & joins;Core dataframe transforms;Types & schema,DataFrame;General functions;Series,Core dataframe transforms;Other polars API;Types & schema,False,mexca/data.py;mexca/pipeline.py;mexca/utils.py
millionguu/Backtest-Engine-in-progress,b6fe20f43ed72db91669d8890ea366d3c68f5a33,yvanst,2024-02-23T16:05:55+08:00,replace pandas with polars (#8),3,IO boundary;Aggregation & joins;Core dataframe transforms,DataFrame;General functions;Input/output,Core dataframe transforms;Input/output;Other polars API,False,src/analysis.py;src/data_loader.py;src/portfolio.py
millionguu/Backtest-Engine-in-progress,6e908dadd59340a04b00821627d286d61940a73a,yvanst,2024-02-02T20:47:44+08:00,add z score and replace sql with polars (#6),3,IO boundary;Aggregation & joins;Missing values;Core dataframe transforms;Types & schema,General functions;Input/output,Core dataframe transforms;Input/output;Missing values;Types & schema,False,src/analysis.py;src/factor/sector.py;src/market.py
narwhals-dev/narwhals,116962d4192ae5cbc3c359ffd29f53c2e4d7a8ed,Marco Edward Gorelli,2026-02-04T07:45:24+00:00,ci: run ibis and modin tests in separate workflows (#3446),1,Other / Manual,Other pandas API,Other polars API,False,narwhals/_utils.py
narwhals-dev/narwhals,f124786b61a74af238160da441f31e07ec28db75,Dan Redding,2025-10-03T21:53:25+00:00,feat: Support `polars.UInt128` (#3138),1,Types & schema;Index & pandas-specific semantics,Index objects,Types & schema,False,narwhals/_polars/utils.py
narwhals-dev/narwhals,79373f9944c296c2a5b4fa47a24ed8e96d640663,Francesco Bruzzesi,2025-07-26T17:26:13+02:00,refactor: Simplify compliant `Series.hist` (#2839),1,Core dataframe transforms,DataFrame,,False,tests/series_only/hist_test.py
narwhals-dev/narwhals,54bf3d3ec77092d4babc970f245efc2185274e96,Dan Redding,2025-07-03T14:39:52+01:00,"refactor: Cache, reuse `Implementation._backend_version` (#2764)",1,Other / Manual,,Other polars API,False,narwhals/schema.py
narwhals-dev/narwhals,8c255d2c067e9bb1e07e4d8a974423f9bd95ac30,Micha_ GÃ³rny,2025-03-19T17:44:29+01:00,"test: Fix yet more tests to work without polars (pandas, pyarrow) (#2250)",6,Import/setup-only;Core dataframe transforms,DataFrame;Series,Other polars API,False,tests/expr_and_series/arithmetic_test.py;tests/expr_and_series/dt/ordinal_day_test.py;tests/expr_and_series/dt/total_minutes_test.py;tests/expr_and_series/rolling_var_test.py;tests/frame/collect_test.py;tests/translate/from_native_test.py
narwhals-dev/narwhals,bfce451d7c7b3e519b4ec8223de47df7d9aca639,Micha_ GÃ³rny,2025-03-19T15:47:44+01:00,"test: Fix more tests to work without polars (and pandas, pyarrow) (#2245)",11,Import/setup-only;Core dataframe transforms;Other / Manual,DataFrame;Series,Other polars API,False,tests/frame/invalid_test.py;tests/group_by_test.py;tests/hypothesis/basic_arithmetic_test.py;tests/hypothesis/join_test.py;tests/implementation_test.py;tests/pickle_test.py;tests/series_only/cast_test.py;tests/series_only/is_ordered_categorical_test.py;tests/translate/get_native_namespace_test.py;tests/translate/narwhalify_test.py;tests/translate/stable_narwhalify_test.py
narwhals-dev/narwhals,6e0672d891e0940a7e5739eacb3b1fd13ab75040,Micha_ GÃ³rny,2025-03-18T20:46:39+01:00,[WIP/rolling] test: Scope dataframe library imports to fixtures in `conftest.py` (#2241),3,Import/setup-only;Core dataframe transforms,DataFrame,Other polars API,False,tests/conftest.py;tests/dependencies/is_into_dataframe_test.py;tests/frame/lazy_test.py
narwhals-dev/narwhals,d2d55da6c07b4aafdd4f8f9f0c466bc5ddcc90c0,Marco Edward Gorelli,2025-02-17T15:22:10+00:00,chore: fix pandas-stubs issues (#2008),3,Core dataframe transforms;Types & schema,DataFrame;Series,Other polars API;Types & schema,False,tests/frame/invalid_test.py;tests/hypothesis/basic_arithmetic_test.py;tests/series_only/cast_test.py
narwhals-dev/narwhals,82da0892732e4c1058d769c93cc3b6a424282cde,Francesco Bruzzesi,2025-01-20T07:45:51+01:00,test: decouple pyspark constructor from pandas (#1834),1,Core dataframe transforms,DataFrame,Other polars API,False,tests/conftest.py
narwhals-dev/narwhals,ffce1b635811eb36c2a168d51309db20fc218493,Francesco Bruzzesi,2025-01-13T16:58:26+01:00,feat: add `DataFrame` and `Series` `to_polars` (#1803),1,Core dataframe transforms,Series,Other polars API,False,narwhals/series.py
narwhals-dev/narwhals,635ec46272da81f157d9d20879c402954ca5df55,Alessandro Miola,2025-01-04T12:41:01+01:00,docs: let `nw.LazyFrame` docstrings examples run on Polars and Dask only (#1700),1,Core dataframe transforms,DataFrame,Other polars API,False,narwhals/dataframe.py
narwhals-dev/narwhals,fb80986ce7e530ca3ae82a64ece8624152a71eb9,Marco Edward Gorelli,2024-07-20T21:24:09+01:00,chore: Factor out _polars from top-level Narwhals modules (i.e.: the mother of all refactors!) (#561),1,Other / Manual,Other pandas API,Other polars API,False,narwhals/translate.py
narwhals-dev/narwhals,3da5392ced80002cd4150b548bc5c4713f5f2a53,Francesco Bruzzesi,2024-07-15T09:59:57+02:00,test: conftest constructors refactoring (#515),1,Core dataframe transforms,DataFrame,Other polars API,False,tests/frame/test_common.py
narwhals-dev/narwhals,b35ef0758c393843dd4be7d172b7f64feff4673d,Francesco Bruzzesi,2024-07-04T13:21:13+02:00,patch: pandas-like drop hotfix (#394),1,Core dataframe transforms,DataFrame,Other polars API,False,narwhals/dataframe.py
narwhals-dev/narwhals,f77cd214441ccd1cd4cce45a4782823794a2c93b,Edoardo Abati,2024-06-25T22:47:51+02:00,refactor: Refactor and reorganise tests (#336),1,Core dataframe transforms,DataFrame,Other polars API,False,tests/test_group_by.py
narwhals-dev/narwhals,7844555fe3f5b90b6da327e6915138e4c27d6b1a,Marco Gorelli,2024-03-18T12:34:59+00:00,speed up pandas groupby,1,Other / Manual,Other pandas API,Other polars API,False,narwhals/pandas_like/group_by.py
nextstrain/flu_frequencies,5910165018898f8278aed9e0555f1794bfebbed5,Richard Neher,2023-02-14T23:08:59+01:00,port to polars,1,IO boundary;Core dataframe transforms,Input/output,Core dataframe transforms;Input/output,False,scripts/fit_single_frequencies.py
nhsengland/mm-healthfair,4bf6e6b86989ca1a4ceeff3d672a77beb63b4d4e,sophmrtn,2024-05-07T13:54:04+01:00,Fully convert to polars,2,IO boundary;Aggregation & joins;Time series & window;Missing values;Core dataframe transforms;Types & schema,DataFrame;General functions;Missing values,Core dataframe transforms;Input/output;Time series & window;Types & schema,False,src/utils/preprocessing.py;src/utils/subject.py
nhsengland/mm-healthfair,c87f57eb4ee1c4c0506a8fcdddbffb1f10055445,sophmrtn,2024-04-30T09:48:54+01:00,Fully migrate from pandas to polars,1,IO boundary;Aggregation & joins;Time series & window;Core dataframe transforms;Types & schema,"General functions;pandas arrays, scalars, and data types",Core dataframe transforms;Input/output;Time series & window;Types & schema,False,src/data/mimiciv.py
parashardhapola/scarf,393b2cf88ea3d8384e474882f70260d56755f3f1,Gautam Ahuja,2024-10-20T13:21:14+05:30,Added Support For Merging Multiple DataStore and Handling Different Assay Types (#125),1,Aggregation & joins;Core dataframe transforms,DataFrame;General functions,,False,scarf/writers.py
parashardhapola/scarf,dc08e0697e842b6732dd8ca03bae6b1a4160ee99,Gautam Ahuja,2024-09-30T12:31:22+05:30,Added Support for Reading Unfiltered Cell Ranger Feature Barcode Matrices (MEX Format) (#123),1,IO boundary;Core dataframe transforms;Types & schema,Input/output,Core dataframe transforms;Input/output;Types & schema,False,scarf/readers.py
pola-rs/polars,f18c306049e4246d55285218e6c31c9243c4ce3f,Zhengbo Wang,2024-05-09T13:50:42+08:00,"fix(python): Respect `dtype` and `strict` in `pl.Series`'s constructor for pyarrow arrays, numpy arrays, and pyarrow-backed pandas (#15962)",1,Core dataframe transforms;Types & schema,Series,Types & schema,False,py-polars/tests/unit/series/test_series.py
pola-rs/polars,79a0984df5d380dc2abdc3e8d9a2bdbf48c49b28,Itamar Turner-Trauring,2024-01-26T10:19:26-05:00,fix(python): Make `to_pandas()` work for Dataframe and Series with dtype `Object` (#13910),1,Core dataframe transforms,DataFrame,Other polars API,False,py-polars/polars/dataframe/frame.py
pola-rs/polars,9381381874eb2075c6942ceef960955eb59040fb,Stijn de Gooijer,2024-01-25T23:12:07+01:00,fix(python): Use `date_as_object=False` as default for `Series.to_pandas` (just like `DataFrame.to_pandas`) (#13984),1,Other / Manual,Other pandas API,Other polars API,False,py-polars/polars/dataframe/frame.py
pola-rs/polars,d9a683a94819551753c691b9f2e7646a1fc47b79,Alexander Beedie,2023-02-14T12:34:40+04:00,feat(python): add `include_index` option on init from pandas frames (#6847),1,Aggregation & joins;Core dataframe transforms,DataFrame;General functions;Series,Other polars API,False,py-polars/tests/unit/test_interop.py
pola-rs/polars,6013302ae524a59d48a7e2a6764469d17ba20822,Ritchie Vink,2022-10-21T12:05:24+02:00,perf(python): remove pandas imports (#5286),3,Core dataframe transforms;Index & pandas-specific semantics;Other / Manual,DataFrame;Index objects;Series,Other polars API,False,py-polars/polars/convert.py;py-polars/polars/internals/dataframe/frame.py;py-polars/polars/internals/series/series.py
pola-rs/polars,6e325e722326cf8f6bfd643ace0def6d3fdf7492,J van Zundert,2022-07-08T16:50:44+02:00,Fix Pandas date_range warnings in tests (#3945),1,Aggregation & joins,General functions,Other polars API,False,py-polars/tests/test_df.py
pola-rs/polars,f6d7a185fdf3b9cc9e3ace3114082e3368191c22,J van Zundert,2021-12-28T08:43:11+01:00,Do not ignore missing imports in mypy run by default (#2187),1,Core dataframe transforms,Series,Other polars API,False,py-polars/tests/test_interop.py
pola-rs/polars,8d97a8d02b41f25efefa817b6da32f27d09743e6,Ritchie Vink,2021-11-02T17:40:36+01:00,fix bug in pandas None arrays,1,Core dataframe transforms;Types & schema,DataFrame,Types & schema,False,py-polars/tests/test_interop.py
pola-rs/polars,f44a9ccf9113cc1c63ad6b86465b254c264eb57c,Stijn de Gooijer,2021-07-25T11:48:41+02:00,Unify from_pandas construction (#1037),2,Core dataframe transforms;Index & pandas-specific semantics,DataFrame;Index objects;Series,Other polars API,False,py-polars/polars/convert.py;py-polars/polars/internals/construction.py
pola-rs/polars,7732483581c1f263578e106d38e0784af095cc1c,Stijn de Gooijer,2021-07-19T21:05:09+02:00,Some import/module adjustments (#992),1,IO boundary,Input/output,Other polars API,False,py-polars/polars/functions.py
pola-rs/polars,4cf70cb636cd1578f0acbc2cc93f7dd8a4f445f6,Ritchie Vink,2021-02-18T14:57:30+01:00,test from_pandas better,1,Core dataframe transforms,DataFrame,Other polars API,False,py-polars/tests/test_df.py
posit-dev/positron,80ecfa6f6f4ea8671c5d76807a3fbdb00d82965d,Isabel Zimmerman,2025-09-24T06:26:39-07:00,support previewing ibis tables in data explorer (#9393),1,Core dataframe transforms;Index & pandas-specific semantics,DataFrame;Index objects;Series,Other polars API,False,extensions/positron-python/python_files/posit/positron/inspectors.py
posit-dev/positron,b0ad1b05a2af0dfa848300c7de0a4b77a5cb5597,Isabel Zimmerman,2025-08-22T06:43:23-07:00,data explorer: `polars` convert to code backend (#9077),1,Core dataframe transforms,DataFrame,Core dataframe transforms,False,extensions/positron-python/python_files/posit/positron/tests/test_convert.py
posit-dev/positron,06723e14b478de4afd79c88066001fc3cc89bfab,Wasim Lorgat,2025-07-18T20:36:01+02:00,Python: Safely and efficiently compute variable display values (#8545),1,Core dataframe transforms,Series,Other polars API,False,extensions/positron-python/python_files/posit/positron/tests/test_inspectors.py
posit-dev/positron,a02c561fd7b8ed2bfa344f8feb3693e14bdf4ea1,Wes McKinney,2025-03-12T15:40:44-05:00,"Data Explorer: Support pandas.CategoricalDtype, polars.Categorical, enable sparklines for Polars (#6739)",1,Core dataframe transforms;Types & schema,Series,Types & schema,False,extensions/positron-python/python_files/posit/positron/data_explorer.py
posit-dev/positron,47d689f16b26f48407f2a347e99ebc97228f76a4,Wasim Lorgat,2025-01-31T14:10:56+02:00,Fix some language server features not working in the console and in Jupyter notebooks e.g. hover and signature help (#6140),1,Core dataframe transforms,DataFrame,Other polars API,False,extensions/positron-python/python_files/posit/positron/tests/test_positron_jedilsp.py
posit-dev/positron,bd62a61e9ea6063c1d793c911ddc148701e6df31,Wes McKinney,2024-07-30T12:45:02-05:00,Data Explorer: Add schema cache for small schemas to facilitate checking for inplace updates with pandas and polars (#4184),2,Core dataframe transforms;Other / Manual,DataFrame;Other pandas API,Other polars API,False,extensions/positron-python/python_files/positron/positron_ipykernel/data_explorer.py;extensions/positron-python/python_files/positron/positron_ipykernel/tests/test_data_explorer.py
posit-dev/positron,a28877b9552fa86984e3463ee5ea183770dd787f,Wes McKinney,2024-07-22T08:00:00-05:00,Data Explorer: work around errors caused by upgrading from polars 0.20.x to 1.2.x (#4105),1,Aggregation & joins;Types & schema,General functions,Types & schema,False,extensions/positron-python/python_files/positron/positron_ipykernel/tests/test_data_explorer.py
posit-dev/positron,c68ab28752b9ba894ca42c0d1418d08a4e23af51,Wes McKinney,2024-07-18T13:47:46-05:00,Data Explorer: Add summary stats profiling for polars (#4038),1,Core dataframe transforms,Series,Other polars API,False,extensions/positron-python/python_files/positron/positron_ipykernel/data_explorer.py
posit-dev/positron,06d3a022bf0a830e02a533c598f895b606c50077,Wes McKinney,2024-07-10T02:12:17-05:00,"Data Explorer: Add ""search_schema"" support for polars, add 'match data types' support, introduce ""column filter"" RPC type, refactor row filters a bit (#3904)",1,Core dataframe transforms;Index & pandas-specific semantics,DataFrame;Index objects,Other polars API,False,extensions/positron-python/python_files/positron/positron_ipykernel/tests/test_data_explorer.py
posit-dev/positron,4d8266f3bbf8488768230f91a5c82b273f0732da,Wes McKinney,2024-07-01T11:08:46-05:00,"Data Explorer: Add polars sorting and row filtering speed up get_data_values, process schema changes to invalidate filters and sort columns (#3672)",2,Aggregation & joins;Core dataframe transforms;Types & schema;Other / Manual,DataFrame;General functions;Other pandas API,Core dataframe transforms;Other polars API;Types & schema,False,extensions/positron-python/python_files/positron/positron_ipykernel/data_explorer.py;extensions/positron-python/python_files/positron/positron_ipykernel/tests/test_data_explorer.py
posit-dev/positron,08d4f2ef0b9e72a3a5633e7059c2d950c8bd80c2,Wasim Lorgat,2024-06-06T15:18:55-05:00,Variables: Handle repeated pandas column labels when inspecting; Rework variables service tests (#3426),3,Core dataframe transforms,DataFrame;Series,Other polars API,False,extensions/positron-python/python_files/positron/positron_ipykernel/inspectors.py;extensions/positron-python/python_files/positron/positron_ipykernel/tests/test_inspectors.py;extensions/positron-python/python_files/positron/positron_ipykernel/tests/test_variables.py
posit-dev/positron,70ff9be527e1a7e14b55497668736e9b09117c41,Wes McKinney,2024-06-05T21:45:19-05:00,Variables: Handle repeated pandas row labels when inspecting  (#3414),1,Core dataframe transforms,Series,Other polars API,False,extensions/positron-python/python_files/positron/positron_ipykernel/tests/test_inspectors.py
posit-dev/positron,305df01497d1fc25e70ec5c14ee96924db711b70,Wes McKinney,2024-01-25T09:56:33-06:00,"Preliminary Data Tool comm implementation, pandas support for getting values and several filter types (posit-dev/positron-python#316)",1,Core dataframe transforms,Series,Other polars API,False,extensions/positron-python/pythonFiles/tests/positron/test_variables.py
posit-dev/positron,19caff4f584a675cb66699040dba061d66d0dde9,Wasim Lorgat,2023-12-13T09:22:09-06:00,Support pandas and polars dataframe column completion; include dataframe/series preview in completions (posit-dev/positron-python#276),1,Core dataframe transforms;Index & pandas-specific semantics,DataFrame;Index objects;Series,Other polars API,False,extensions/positron-python/pythonFiles/positron/inspectors.py
posit-dev/positron,de4823ecbc2f8ec326483affca1f1b5dd6fc5d39,Wasim Lorgat,2023-11-08T08:48:32-06:00,support pandas indexes in the environment pane (posit-dev/positron-python#248),2,Core dataframe transforms,DataFrame;Series,Other polars API,False,extensions/positron-python/pythonFiles/positron/inspectors.py;extensions/positron-python/pythonFiles/tests/positron/test_environment.py
posit-dev/positron,4845cccf4fdf7405dcb7810051239d7e356f0a2d,Pete Farland,2023-03-29T15:29:40-05:00,Env comm: add awareness for ndarray and pandas series (posit-dev/positron-python#54),1,Other / Manual,Other pandas API,Other polars API,False,extensions/positron-python/pythonFiles/positron_ipkernel.py
pyjanitor-devs/pyjanitor,2dff4f6efa67edf6827fe99df8bc290fede963b6,Samuel Oranyeli,2024-06-10T00:42:36+10:00,`read_commandline` supports polars engine (#1356),1,IO boundary;Core dataframe transforms,DataFrame;Input/output,Input/output,False,janitor/io.py
pyjanitor-devs/pyjanitor,05effaf490caac1866d37d69d90357856a8d36eb,Samuel Oranyeli,2024-06-03T10:24:15+10:00,Add support for polars in `xlsx_cells` (#1358),1,Core dataframe transforms;Types & schema,DataFrame;Series,Types & schema,False,janitor/io.py
pyjanitor-devs/pyjanitor,46ab4d8a5521305d45ff771184862d047959b1a1,Samuel Oranyeli,2024-06-03T10:16:17+10:00,Add polars support for `janitor.io.xlsx_table` (#1357),1,Core dataframe transforms,DataFrame,,False,janitor/io.py
scikit-learn/scikit-learn,e146da145575baaba99e9ed9b93501e729703297,Marco Edward Gorelli,2025-03-31T18:09:34+01:00,MNT: Use Polars in test_get_column_indices_interchange (#31095),1,Core dataframe transforms,DataFrame,Other polars API,False,sklearn/utils/tests/test_indexing.py
scikit-learn/scikit-learn,e82550268fce38b38c09d90483cdef8c9bde846f,raisadz,2024-05-17T09:13:51+01:00,DOC replace pandas with Polars in examples/gaussian_process/plot_gpr_co2.py (#28804),1,Aggregation & joins;Core dataframe transforms;Types & schema,General functions,Core dataframe transforms;Types & schema,False,examples/gaussian_process/plot_gpr_co2.py
scikit-learn/scikit-learn,d1d1596fac19d688a637690134d71fc460f5f0dd,raisadz,2024-04-08T20:10:43+01:00,DOC user polars instead of polars in plot_time_series_lagged_features (#28601),1,Aggregation & joins;Core dataframe transforms;Types & schema;Other / Manual,DataFrame;General functions,Config;Core dataframe transforms;Types & schema,False,examples/applications/plot_time_series_lagged_features.py
scikit-learn/scikit-learn,57437b5f4be133be78cd5ebf79d0a42059065b2a,Marco Edward Gorelli,2024-03-07T07:20:45+00:00,DOC use polars in plot_digits_pipe example (#28576),1,Core dataframe transforms,DataFrame,Core dataframe transforms,False,examples/compose/plot_digits_pipe.py
scikit-learn/scikit-learn,b4754ba7eeacf1519fb827392d99207d38011627,Thomas J. Fan,2024-01-22T02:31:13-05:00,ENH Checks pandas and polars directly (#28195),1,Core dataframe transforms,DataFrame,Other polars API,False,sklearn/utils/validation.py
scikit-learn/scikit-learn,e1ce967a330bc9444b7284ac0fa8d5fbbb03adda,JÃ©rÃ´me DockÃ¨s,2023-12-05T10:15:06+01:00,ENH detect categorical polars columns in HistGradientBoosting (#27835),2,Core dataframe transforms;Types & schema,"DataFrame;Series;pandas arrays, scalars, and data types",Core dataframe transforms;Types & schema,False,sklearn/ensemble/_hist_gradient_boosting/tests/test_gradient_boosting.py;sklearn/utils/_testing.py
scikit-learn/scikit-learn,d319344dff4e2d9a35b0177710b074595a6ebb25,Thomas J. Fan,2023-12-04T08:25:35-05:00,ENH Adds polars output support to ColumnTransformer (#26683),1,Core dataframe transforms,DataFrame;Series,Other polars API,False,sklearn/compose/tests/test_column_transformer.py
scikit-learn/scikit-learn,831c49aca392997252081f87808368bd147eac24,Thomas J. Fan,2023-11-19T16:46:56-05:00,ENH Adds polars output support to `set_output` API (#27315),3,Core dataframe transforms,DataFrame;Testing,Other polars API,False,sklearn/utils/_set_output.py;sklearn/utils/estimator_checks.py;sklearn/utils/tests/test_set_output.py
singlestore-labs/singlestoredb-python,1b8503093fea3ea185cd866a59ec694446f08970,Kevin D Smith,2024-04-17T15:52:40-05:00,"Add result types: numpy, pandas, polars, arrow (#25)",1,Core dataframe transforms;Types & schema,,Core dataframe transforms;Types & schema,False,singlestoredb/utils/results.py
skrub-data/skrub,7fe0f27144515c99bfc31466c7563c5b022196aa,ThÃ©o Jolivet,2024-06-21T18:13:23+02:00,ENH Polars support in Joiner (#945),1,Core dataframe transforms,DataFrame,,False,skrub/tests/test_join_utils.py
skrub-data/skrub,b787db99475948d94c600a90503a07e1afee9239,ThÃ©o Jolivet,2023-11-22T17:14:13+01:00,Test polars support (#826),6,Aggregation & joins;Core dataframe transforms;Other / Manual,DataFrame;General functions;Testing,Exceptions;Other polars API,False,skrub/tests/test_datetime_encoder.py;skrub/tests/test_fuzzy_join.py;skrub/tests/test_gap_encoder.py;skrub/tests/test_interpolation_join.py;skrub/tests/test_joiner.py;skrub/tests/test_minhash_encoder.py
skrub-data/skrub,d21f5e4d704b9c8f5b663b10550a078070cd755a,Gael Varoquaux,2023-10-27T15:00:18+02:00,DOC: Add polars to intersphinx (#806),1,Core dataframe transforms,DataFrame,Other polars API,False,skrub/_agg_joiner.py
snakemake/snakemake,c7473a6b6d807dde8efc8d81c7ac166c4e32efe5,Filipe G. Vieira,2025-03-11T16:09:36+01:00,feat: add support for validation of polars dataframe and lazyframe (#3262),1,Aggregation & joins;Missing values;Core dataframe transforms,General functions;Missing values,Core dataframe transforms,False,snakemake/utils.py
sodascience/metasyn,609ee88dd4d8a55b84b53c55423215e89fc1f1ae,Erik-Jan van Kesteren,2024-07-12T10:07:10+02:00,"Move polars to version 1, fix test errors, rerun examples (#299)",1,Core dataframe transforms,Series,Other polars API,False,tests/test_var.py
sodascience/metasyn,d967358d99aa0c9982a7183869c9782b68eaf445,qubixes,2024-02-01T09:37:41+01:00,Remove legacy code and explicit pandas dependency (#242),4,Core dataframe transforms,DataFrame;Series,Other polars API,False,metasyn/distribution/base.py;metasyn/distribution/categorical.py;metasyn/metaframe.py;metasyn/var.py
sodascience/metasyn,5b806ed3fd16c014ef99bfc59c5b74a676b62dd7,qubixes,2023-07-05T13:57:59+02:00,Change pandas to polars,1,Core dataframe transforms;Types & schema,DataFrame,Types & schema,False,metasynth/dataset.py
sodascience/metasyn,3b38c98cb6e2db7d3452b316d1b3e6fa6be7fa29,qubixes,2022-11-21T22:29:40+01:00,Convert MetaSynth to use polars internally,11,IO boundary;Aggregation & joins;Missing values;Core dataframe transforms;Types & schema,"DataFrame;General functions;Input/output;Missing values;Series;pandas arrays, scalars, and data types",Input/output;Other polars API;Types & schema,False,metasynth/dataset.py;metasynth/distribution/base.py;metasynth/distribution/categorical.py;metasynth/disttree.py;metasynth/var.py;tests/test_dataset.py;tests/test_datetime.py;tests/test_discrete.py;tests/test_faker.py;tests/test_regex.py;tests/test_var.py
statisticsnorway/dapla-toolbelt-pseudo,1966bc5193817dbb8796673a9c448690bd65b12a,BjÃ¸rn-Andre Skaar,2024-05-02T16:44:40+02:00,Improve support for hierarchial data frames (#389),1,Core dataframe transforms,DataFrame,Other polars API,False,src/dapla_pseudo/v1/result.py
statisticsnorway/dapla-toolbelt-pseudo,83695dc744fbab1986836936f6a30d171b5581e7,Michael Moen Allport,2024-02-13T14:11:10+01:00,Add metadata support (#335),2,Core dataframe transforms,DataFrame,Other polars API,False,tests/v1/test_depseudo.py;tests/v1/test_pseudo.py
statisticsnorway/dapla-toolbelt-pseudo,db8db61e11ae9f9e05f740e88c8baa4d98f8a015,Anders Lunde,2023-09-13T13:13:24+02:00,Read files with polars (#244),1,Other / Manual,,Other polars API,False,tests/v1/test_supported_file_format.py
statisticsnorway/dapla-toolbelt-pseudo,fe718140285ca0d635e9ee74d735f5359f641309,Miles Mason Winther,2023-08-16T17:20:27+02:00,First draft of field based pseudonymization (#187),2,IO boundary;Core dataframe transforms,DataFrame;Input/output,Other polars API,False,src/dapla_pseudo/v1/builder.py;tests/v1/test_builder.py
the-alchemists-formerly-5/scratch_repository,c12cbad614d6edfd7c43af3cd88308403a8edfed,Paco Cordobes,2024-10-12T22:14:52+01:00,Convert from pandas to polars (#5),1,Core dataframe transforms,DataFrame,Other polars API,False,tests/test_data_split.py
the-deep-nlp/core-server,e35aff2a0db8d91394b3b875289654e67fcf8a94,Ranjan Shrestha,2023-07-18T14:19:09+05:45,refactored the model monitoring scripts; used polars instead of pandas;,3,IO boundary;Aggregation & joins;Core dataframe transforms;Types & schema,"DataFrame;General functions;Input/output;Series;pandas arrays, scalars, and data types",Core dataframe transforms;Input/output;Types & schema,False,nlp_scripts/model_monitoring/featuredrift.py;nlp_scripts/model_monitoring/generate_outputs.py;nlp_scripts/model_monitoring/model_performance.py
vega/altair,2036b9940234cff7b7859fba4c139d0bf8dc5027,Marco Edward Gorelli,2024-07-15T18:46:31+01:00,"feat: make pandas and NumPy optional dependencies, don't require PyArrow for plotting with Polars/Modin/cuDF (#3452)",1,Core dataframe transforms,DataFrame,Other polars API,False,tests/vegalite/v5/test_api.py
wukan1986/expr_codegen,f4e5ab1f5cf79374e259e4438d888a871a90d7b8,wukan,2023-06-30T21:23:55+08:00,alpha101æ·»å__¨å_polars_½æ_,1,Other / Manual,Other pandas API,Other polars API,False,examples/alpha101.py
