pair_id,repo,sha,file_path,pair_stem,before_path,after_path,patch_path,test_label,match_status,file_status,macro_primary_old,macro_all_old,patch_lines_file_old
monarch-initiative__pheval__4039f708fa30af0070245a47da2beba754eb5dff__001,monarch-initiative/pheval,4039f708fa30af0070245a47da2beba754eb5dff,src/pheval/analyse/generate_plots.py,src__pheval__analyse__generate_plots.py,second_isolated_migrations_artifacts/monarch-initiative__pheval/4039f708fa30af0070245a47da2beba754eb5dff/src__pheval__analyse__generate_plots.py.before.py,second_isolated_migrations_artifacts/monarch-initiative__pheval/4039f708fa30af0070245a47da2beba754eb5dff/src__pheval__analyse__generate_plots.py.after.py,second_isolated_migrations_artifacts/monarch-initiative__pheval/4039f708fa30af0070245a47da2beba754eb5dff/src__pheval__analyse__generate_plots.py.patch,Yes,exact_match,complete,Other / Manual,Other / Manual,681
monarch-initiative__pheval__7c3c63e6e689d9a0aa452718f20efb838e1b28cf__001,monarch-initiative/pheval,7c3c63e6e689d9a0aa452718f20efb838e1b28cf,src/pheval/post_processing/post_processing.py,src__pheval__post_processing__post_processing.py,second_isolated_migrations_artifacts/monarch-initiative__pheval/7c3c63e6e689d9a0aa452718f20efb838e1b28cf/src__pheval__post_processing__post_processing.py.before.py,second_isolated_migrations_artifacts/monarch-initiative__pheval/7c3c63e6e689d9a0aa452718f20efb838e1b28cf/src__pheval__post_processing__post_processing.py.after.py,second_isolated_migrations_artifacts/monarch-initiative__pheval/7c3c63e6e689d9a0aa452718f20efb838e1b28cf/src__pheval__post_processing__post_processing.py.patch,Yes,exact_match,complete,Other / Manual,Other / Manual,579
mpds-io__mpds-client__402f8a186e234d0cab103c74bfceaf7f5e50e292__001,mpds-io/mpds-client,402f8a186e234d0cab103c74bfceaf7f5e50e292,mpds_client/retrieve_MPDS.py,mpds_client__retrieve_MPDS.py,second_isolated_migrations_artifacts/mpds-io__mpds-client/402f8a186e234d0cab103c74bfceaf7f5e50e292/mpds_client__retrieve_MPDS.py.before.py,second_isolated_migrations_artifacts/mpds-io__mpds-client/402f8a186e234d0cab103c74bfceaf7f5e50e292/mpds_client__retrieve_MPDS.py.after.py,second_isolated_migrations_artifacts/mpds-io__mpds-client/402f8a186e234d0cab103c74bfceaf7f5e50e292/mpds_client__retrieve_MPDS.py.patch,Yes,exact_match,complete,Other / Manual,Other / Manual,45
mpds-io__mpds-client__402f8a186e234d0cab103c74bfceaf7f5e50e292__002,mpds-io/mpds-client,402f8a186e234d0cab103c74bfceaf7f5e50e292,mpds_client/test_retrieve_MPDS.py,mpds_client__test_retrieve_MPDS.py,second_isolated_migrations_artifacts/mpds-io__mpds-client/402f8a186e234d0cab103c74bfceaf7f5e50e292/mpds_client__test_retrieve_MPDS.py.before.py,second_isolated_migrations_artifacts/mpds-io__mpds-client/402f8a186e234d0cab103c74bfceaf7f5e50e292/mpds_client__test_retrieve_MPDS.py.after.py,second_isolated_migrations_artifacts/mpds-io__mpds-client/402f8a186e234d0cab103c74bfceaf7f5e50e292/mpds_client__test_retrieve_MPDS.py.patch,Yes,exact_match,complete,Aggregation & joins,Aggregation & joins,54
nanxstats__plaintext-sims__73a39d90508bbc470ff5bb0066106dd6f5b1c7d7__001,nanxstats/plaintext-sims,73a39d90508bbc470ff5bb0066106dd6f5b1c7d7,src/plaintext_sims/experiment.py,src__plaintext_sims__experiment.py,second_isolated_migrations_artifacts/nanxstats__plaintext-sims/73a39d90508bbc470ff5bb0066106dd6f5b1c7d7/src__plaintext_sims__experiment.py.before.py,second_isolated_migrations_artifacts/nanxstats__plaintext-sims/73a39d90508bbc470ff5bb0066106dd6f5b1c7d7/src__plaintext_sims__experiment.py.after.py,second_isolated_migrations_artifacts/nanxstats__plaintext-sims/73a39d90508bbc470ff5bb0066106dd6f5b1c7d7/src__plaintext_sims__experiment.py.patch,Yes,exact_match,complete,Other / Manual,Other / Manual,13
nanxstats__plaintext-sims__73a39d90508bbc470ff5bb0066106dd6f5b1c7d7__002,nanxstats/plaintext-sims,73a39d90508bbc470ff5bb0066106dd6f5b1c7d7,src/plaintext_sims/metrics.py,src__plaintext_sims__metrics.py,second_isolated_migrations_artifacts/nanxstats__plaintext-sims/73a39d90508bbc470ff5bb0066106dd6f5b1c7d7/src__plaintext_sims__metrics.py.before.py,second_isolated_migrations_artifacts/nanxstats__plaintext-sims/73a39d90508bbc470ff5bb0066106dd6f5b1c7d7/src__plaintext_sims__metrics.py.after.py,second_isolated_migrations_artifacts/nanxstats__plaintext-sims/73a39d90508bbc470ff5bb0066106dd6f5b1c7d7/src__plaintext_sims__metrics.py.patch,Yes,exact_match,complete,Other / Manual,Other / Manual,74
nanxstats__plaintext-sims__73a39d90508bbc470ff5bb0066106dd6f5b1c7d7__003,nanxstats/plaintext-sims,73a39d90508bbc470ff5bb0066106dd6f5b1c7d7,src/plaintext_sims/plot.py,src__plaintext_sims__plot.py,second_isolated_migrations_artifacts/nanxstats__plaintext-sims/73a39d90508bbc470ff5bb0066106dd6f5b1c7d7/src__plaintext_sims__plot.py.before.py,second_isolated_migrations_artifacts/nanxstats__plaintext-sims/73a39d90508bbc470ff5bb0066106dd6f5b1c7d7/src__plaintext_sims__plot.py.after.py,second_isolated_migrations_artifacts/nanxstats__plaintext-sims/73a39d90508bbc470ff5bb0066106dd6f5b1c7d7/src__plaintext_sims__plot.py.patch,Yes,exact_match,complete,Other / Manual,Other / Manual,15
nanxstats__plaintext-sims__73a39d90508bbc470ff5bb0066106dd6f5b1c7d7__004,nanxstats/plaintext-sims,73a39d90508bbc470ff5bb0066106dd6f5b1c7d7,src/plaintext_sims/run.py,src__plaintext_sims__run.py,second_isolated_migrations_artifacts/nanxstats__plaintext-sims/73a39d90508bbc470ff5bb0066106dd6f5b1c7d7/src__plaintext_sims__run.py.before.py,second_isolated_migrations_artifacts/nanxstats__plaintext-sims/73a39d90508bbc470ff5bb0066106dd6f5b1c7d7/src__plaintext_sims__run.py.after.py,second_isolated_migrations_artifacts/nanxstats__plaintext-sims/73a39d90508bbc470ff5bb0066106dd6f5b1c7d7/src__plaintext_sims__run.py.patch,Yes,exact_match,complete,Aggregation & joins,Aggregation & joins,20
nanxstats__plaintext-sims__73a39d90508bbc470ff5bb0066106dd6f5b1c7d7__005,nanxstats/plaintext-sims,73a39d90508bbc470ff5bb0066106dd6f5b1c7d7,tests/test_experiment.py,tests__test_experiment.py,second_isolated_migrations_artifacts/nanxstats__plaintext-sims/73a39d90508bbc470ff5bb0066106dd6f5b1c7d7/tests__test_experiment.py.before.py,second_isolated_migrations_artifacts/nanxstats__plaintext-sims/73a39d90508bbc470ff5bb0066106dd6f5b1c7d7/tests__test_experiment.py.after.py,second_isolated_migrations_artifacts/nanxstats__plaintext-sims/73a39d90508bbc470ff5bb0066106dd6f5b1c7d7/tests__test_experiment.py.patch,Yes,exact_match,complete,Other / Manual,Other / Manual,21
nanxstats__plaintext-sims__73a39d90508bbc470ff5bb0066106dd6f5b1c7d7__006,nanxstats/plaintext-sims,73a39d90508bbc470ff5bb0066106dd6f5b1c7d7,tests/test_metrics.py,tests__test_metrics.py,second_isolated_migrations_artifacts/nanxstats__plaintext-sims/73a39d90508bbc470ff5bb0066106dd6f5b1c7d7/tests__test_metrics.py.before.py,second_isolated_migrations_artifacts/nanxstats__plaintext-sims/73a39d90508bbc470ff5bb0066106dd6f5b1c7d7/tests__test_metrics.py.after.py,second_isolated_migrations_artifacts/nanxstats__plaintext-sims/73a39d90508bbc470ff5bb0066106dd6f5b1c7d7/tests__test_metrics.py.patch,Yes,exact_match,complete,Other / Manual,Other / Manual,28
nanxstats__plaintext-sims__73a39d90508bbc470ff5bb0066106dd6f5b1c7d7__007,nanxstats/plaintext-sims,73a39d90508bbc470ff5bb0066106dd6f5b1c7d7,tests/test_plot.py,tests__test_plot.py,second_isolated_migrations_artifacts/nanxstats__plaintext-sims/73a39d90508bbc470ff5bb0066106dd6f5b1c7d7/tests__test_plot.py.before.py,second_isolated_migrations_artifacts/nanxstats__plaintext-sims/73a39d90508bbc470ff5bb0066106dd6f5b1c7d7/tests__test_plot.py.after.py,second_isolated_migrations_artifacts/nanxstats__plaintext-sims/73a39d90508bbc470ff5bb0066106dd6f5b1c7d7/tests__test_plot.py.patch,Yes,exact_match,complete,Other / Manual,Other / Manual,10
narwhals-dev__narwhals__116962d4192ae5cbc3c359ffd29f53c2e4d7a8ed__001,narwhals-dev/narwhals,116962d4192ae5cbc3c359ffd29f53c2e4d7a8ed,narwhals/_utils.py,narwhals___utils.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/116962d4192ae5cbc3c359ffd29f53c2e4d7a8ed/narwhals___utils.py.before.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/116962d4192ae5cbc3c359ffd29f53c2e4d7a8ed/narwhals___utils.py.after.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/116962d4192ae5cbc3c359ffd29f53c2e4d7a8ed/narwhals___utils.py.patch,Yes,exact_match,complete,Other / Manual,Other / Manual,7
narwhals-dev__narwhals__3da5392ced80002cd4150b548bc5c4713f5f2a53__001,narwhals-dev/narwhals,3da5392ced80002cd4150b548bc5c4713f5f2a53,tests/frame/test_common.py,tests__frame__test_common.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/3da5392ced80002cd4150b548bc5c4713f5f2a53/tests__frame__test_common.py.before.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/3da5392ced80002cd4150b548bc5c4713f5f2a53/tests__frame__test_common.py.after.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/3da5392ced80002cd4150b548bc5c4713f5f2a53/tests__frame__test_common.py.patch,Yes,exact_match,complete,Other / Manual,Other / Manual,289
narwhals-dev__narwhals__54bf3d3ec77092d4babc970f245efc2185274e96__001,narwhals-dev/narwhals,54bf3d3ec77092d4babc970f245efc2185274e96,narwhals/schema.py,narwhals__schema.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/54bf3d3ec77092d4babc970f245efc2185274e96/narwhals__schema.py.before.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/54bf3d3ec77092d4babc970f245efc2185274e96/narwhals__schema.py.after.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/54bf3d3ec77092d4babc970f245efc2185274e96/narwhals__schema.py.patch,Yes,exact_match,complete,Other / Manual,Other / Manual,23
narwhals-dev__narwhals__635ec46272da81f157d9d20879c402954ca5df55__001,narwhals-dev/narwhals,635ec46272da81f157d9d20879c402954ca5df55,narwhals/dataframe.py,narwhals__dataframe.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/635ec46272da81f157d9d20879c402954ca5df55/narwhals__dataframe.py.before.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/635ec46272da81f157d9d20879c402954ca5df55/narwhals__dataframe.py.after.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/635ec46272da81f157d9d20879c402954ca5df55/narwhals__dataframe.py.patch,Yes,exact_match,complete,Other / Manual,Other / Manual,1063
narwhals-dev__narwhals__6e0672d891e0940a7e5739eacb3b1fd13ab75040__001,narwhals-dev/narwhals,6e0672d891e0940a7e5739eacb3b1fd13ab75040,tests/conftest.py,tests__conftest.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/6e0672d891e0940a7e5739eacb3b1fd13ab75040/tests__conftest.py.before.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/6e0672d891e0940a7e5739eacb3b1fd13ab75040/tests__conftest.py.after.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/6e0672d891e0940a7e5739eacb3b1fd13ab75040/tests__conftest.py.patch,Yes,exact_match,complete,Import/setup-only,Import/setup-only,34
narwhals-dev__narwhals__6e0672d891e0940a7e5739eacb3b1fd13ab75040__002,narwhals-dev/narwhals,6e0672d891e0940a7e5739eacb3b1fd13ab75040,tests/dependencies/is_into_dataframe_test.py,tests__dependencies__is_into_dataframe_test.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/6e0672d891e0940a7e5739eacb3b1fd13ab75040/tests__dependencies__is_into_dataframe_test.py.before.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/6e0672d891e0940a7e5739eacb3b1fd13ab75040/tests__dependencies__is_into_dataframe_test.py.after.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/6e0672d891e0940a7e5739eacb3b1fd13ab75040/tests__dependencies__is_into_dataframe_test.py.patch,Yes,exact_match,complete,Other / Manual,Other / Manual,41
narwhals-dev__narwhals__6e0672d891e0940a7e5739eacb3b1fd13ab75040__003,narwhals-dev/narwhals,6e0672d891e0940a7e5739eacb3b1fd13ab75040,tests/frame/lazy_test.py,tests__frame__lazy_test.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/6e0672d891e0940a7e5739eacb3b1fd13ab75040/tests__frame__lazy_test.py.before.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/6e0672d891e0940a7e5739eacb3b1fd13ab75040/tests__frame__lazy_test.py.after.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/6e0672d891e0940a7e5739eacb3b1fd13ab75040/tests__frame__lazy_test.py.patch,Yes,exact_match,complete,Import/setup-only,Import/setup-only,20
narwhals-dev__narwhals__7844555fe3f5b90b6da327e6915138e4c27d6b1a__001,narwhals-dev/narwhals,7844555fe3f5b90b6da327e6915138e4c27d6b1a,narwhals/pandas_like/group_by.py,narwhals__pandas_like__group_by.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/7844555fe3f5b90b6da327e6915138e4c27d6b1a/narwhals__pandas_like__group_by.py.before.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/7844555fe3f5b90b6da327e6915138e4c27d6b1a/narwhals__pandas_like__group_by.py.after.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/7844555fe3f5b90b6da327e6915138e4c27d6b1a/narwhals__pandas_like__group_by.py.patch,Yes,exact_match,complete,Other / Manual,Other / Manual,55
narwhals-dev__narwhals__79373f9944c296c2a5b4fa47a24ed8e96d640663__001,narwhals-dev/narwhals,79373f9944c296c2a5b4fa47a24ed8e96d640663,tests/series_only/hist_test.py,tests__series_only__hist_test.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/79373f9944c296c2a5b4fa47a24ed8e96d640663/tests__series_only__hist_test.py.before.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/79373f9944c296c2a5b4fa47a24ed8e96d640663/tests__series_only__hist_test.py.after.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/79373f9944c296c2a5b4fa47a24ed8e96d640663/tests__series_only__hist_test.py.patch,Yes,exact_match,complete,Other / Manual,Other / Manual,152
narwhals-dev__narwhals__82da0892732e4c1058d769c93cc3b6a424282cde__001,narwhals-dev/narwhals,82da0892732e4c1058d769c93cc3b6a424282cde,tests/conftest.py,tests__conftest.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/82da0892732e4c1058d769c93cc3b6a424282cde/tests__conftest.py.before.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/82da0892732e4c1058d769c93cc3b6a424282cde/tests__conftest.py.after.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/82da0892732e4c1058d769c93cc3b6a424282cde/tests__conftest.py.patch,Yes,exact_match,complete,Other / Manual,Other / Manual,63
narwhals-dev__narwhals__8c255d2c067e9bb1e07e4d8a974423f9bd95ac30__001,narwhals-dev/narwhals,8c255d2c067e9bb1e07e4d8a974423f9bd95ac30,tests/expr_and_series/arithmetic_test.py,tests__expr_and_series__arithmetic_test.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/8c255d2c067e9bb1e07e4d8a974423f9bd95ac30/tests__expr_and_series__arithmetic_test.py.before.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/8c255d2c067e9bb1e07e4d8a974423f9bd95ac30/tests__expr_and_series__arithmetic_test.py.after.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/8c255d2c067e9bb1e07e4d8a974423f9bd95ac30/tests__expr_and_series__arithmetic_test.py.patch,Yes,exact_match,complete,Import/setup-only,Import/setup-only,76
narwhals-dev__narwhals__8c255d2c067e9bb1e07e4d8a974423f9bd95ac30__002,narwhals-dev/narwhals,8c255d2c067e9bb1e07e4d8a974423f9bd95ac30,tests/expr_and_series/dt/ordinal_day_test.py,tests__expr_and_series__dt__ordinal_day_test.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/8c255d2c067e9bb1e07e4d8a974423f9bd95ac30/tests__expr_and_series__dt__ordinal_day_test.py.before.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/8c255d2c067e9bb1e07e4d8a974423f9bd95ac30/tests__expr_and_series__dt__ordinal_day_test.py.after.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/8c255d2c067e9bb1e07e4d8a974423f9bd95ac30/tests__expr_and_series__dt__ordinal_day_test.py.patch,Yes,exact_match,complete,Import/setup-only,Import/setup-only,34
narwhals-dev__narwhals__8c255d2c067e9bb1e07e4d8a974423f9bd95ac30__003,narwhals-dev/narwhals,8c255d2c067e9bb1e07e4d8a974423f9bd95ac30,tests/expr_and_series/dt/total_minutes_test.py,tests__expr_and_series__dt__total_minutes_test.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/8c255d2c067e9bb1e07e4d8a974423f9bd95ac30/tests__expr_and_series__dt__total_minutes_test.py.before.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/8c255d2c067e9bb1e07e4d8a974423f9bd95ac30/tests__expr_and_series__dt__total_minutes_test.py.after.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/8c255d2c067e9bb1e07e4d8a974423f9bd95ac30/tests__expr_and_series__dt__total_minutes_test.py.patch,Yes,exact_match,complete,Import/setup-only,Import/setup-only,38
narwhals-dev__narwhals__8c255d2c067e9bb1e07e4d8a974423f9bd95ac30__004,narwhals-dev/narwhals,8c255d2c067e9bb1e07e4d8a974423f9bd95ac30,tests/expr_and_series/rolling_var_test.py,tests__expr_and_series__rolling_var_test.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/8c255d2c067e9bb1e07e4d8a974423f9bd95ac30/tests__expr_and_series__rolling_var_test.py.before.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/8c255d2c067e9bb1e07e4d8a974423f9bd95ac30/tests__expr_and_series__rolling_var_test.py.after.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/8c255d2c067e9bb1e07e4d8a974423f9bd95ac30/tests__expr_and_series__rolling_var_test.py.patch,Yes,exact_match,complete,Import/setup-only,Import/setup-only,44
narwhals-dev__narwhals__8c255d2c067e9bb1e07e4d8a974423f9bd95ac30__005,narwhals-dev/narwhals,8c255d2c067e9bb1e07e4d8a974423f9bd95ac30,tests/frame/collect_test.py,tests__frame__collect_test.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/8c255d2c067e9bb1e07e4d8a974423f9bd95ac30/tests__frame__collect_test.py.before.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/8c255d2c067e9bb1e07e4d8a974423f9bd95ac30/tests__frame__collect_test.py.after.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/8c255d2c067e9bb1e07e4d8a974423f9bd95ac30/tests__frame__collect_test.py.patch,Yes,exact_match,complete,Other / Manual,Other / Manual,122
narwhals-dev__narwhals__8c255d2c067e9bb1e07e4d8a974423f9bd95ac30__006,narwhals-dev/narwhals,8c255d2c067e9bb1e07e4d8a974423f9bd95ac30,tests/translate/from_native_test.py,tests__translate__from_native_test.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/8c255d2c067e9bb1e07e4d8a974423f9bd95ac30/tests__translate__from_native_test.py.before.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/8c255d2c067e9bb1e07e4d8a974423f9bd95ac30/tests__translate__from_native_test.py.after.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/8c255d2c067e9bb1e07e4d8a974423f9bd95ac30/tests__translate__from_native_test.py.patch,Yes,exact_match,complete,Other / Manual,Other / Manual,129
narwhals-dev__narwhals__b35ef0758c393843dd4be7d172b7f64feff4673d__001,narwhals-dev/narwhals,b35ef0758c393843dd4be7d172b7f64feff4673d,narwhals/dataframe.py,narwhals__dataframe.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/b35ef0758c393843dd4be7d172b7f64feff4673d/narwhals__dataframe.py.before.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/b35ef0758c393843dd4be7d172b7f64feff4673d/narwhals__dataframe.py.after.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/b35ef0758c393843dd4be7d172b7f64feff4673d/narwhals__dataframe.py.patch,Yes,exact_match,complete,Other / Manual,Other / Manual,99
narwhals-dev__narwhals__bfce451d7c7b3e519b4ec8223de47df7d9aca639__001,narwhals-dev/narwhals,bfce451d7c7b3e519b4ec8223de47df7d9aca639,tests/frame/invalid_test.py,tests__frame__invalid_test.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/bfce451d7c7b3e519b4ec8223de47df7d9aca639/tests__frame__invalid_test.py.before.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/bfce451d7c7b3e519b4ec8223de47df7d9aca639/tests__frame__invalid_test.py.after.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/bfce451d7c7b3e519b4ec8223de47df7d9aca639/tests__frame__invalid_test.py.patch,Yes,exact_match,complete,Other / Manual,Other / Manual,39
narwhals-dev__narwhals__bfce451d7c7b3e519b4ec8223de47df7d9aca639__002,narwhals-dev/narwhals,bfce451d7c7b3e519b4ec8223de47df7d9aca639,tests/group_by_test.py,tests__group_by_test.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/bfce451d7c7b3e519b4ec8223de47df7d9aca639/tests__group_by_test.py.before.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/bfce451d7c7b3e519b4ec8223de47df7d9aca639/tests__group_by_test.py.after.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/bfce451d7c7b3e519b4ec8223de47df7d9aca639/tests__group_by_test.py.patch,Yes,exact_match,complete,Other / Manual,Other / Manual,20
narwhals-dev__narwhals__bfce451d7c7b3e519b4ec8223de47df7d9aca639__003,narwhals-dev/narwhals,bfce451d7c7b3e519b4ec8223de47df7d9aca639,tests/hypothesis/basic_arithmetic_test.py,tests__hypothesis__basic_arithmetic_test.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/bfce451d7c7b3e519b4ec8223de47df7d9aca639/tests__hypothesis__basic_arithmetic_test.py.before.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/bfce451d7c7b3e519b4ec8223de47df7d9aca639/tests__hypothesis__basic_arithmetic_test.py.after.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/bfce451d7c7b3e519b4ec8223de47df7d9aca639/tests__hypothesis__basic_arithmetic_test.py.patch,Yes,exact_match,complete,Import/setup-only,Import/setup-only,14
narwhals-dev__narwhals__bfce451d7c7b3e519b4ec8223de47df7d9aca639__004,narwhals-dev/narwhals,bfce451d7c7b3e519b4ec8223de47df7d9aca639,tests/hypothesis/join_test.py,tests__hypothesis__join_test.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/bfce451d7c7b3e519b4ec8223de47df7d9aca639/tests__hypothesis__join_test.py.before.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/bfce451d7c7b3e519b4ec8223de47df7d9aca639/tests__hypothesis__join_test.py.after.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/bfce451d7c7b3e519b4ec8223de47df7d9aca639/tests__hypothesis__join_test.py.patch,Yes,exact_match,complete,Import/setup-only,Import/setup-only,17
narwhals-dev__narwhals__bfce451d7c7b3e519b4ec8223de47df7d9aca639__005,narwhals-dev/narwhals,bfce451d7c7b3e519b4ec8223de47df7d9aca639,tests/implementation_test.py,tests__implementation_test.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/bfce451d7c7b3e519b4ec8223de47df7d9aca639/tests__implementation_test.py.before.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/bfce451d7c7b3e519b4ec8223de47df7d9aca639/tests__implementation_test.py.after.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/bfce451d7c7b3e519b4ec8223de47df7d9aca639/tests__implementation_test.py.patch,Yes,exact_match,complete,Import/setup-only,Import/setup-only,21
narwhals-dev__narwhals__bfce451d7c7b3e519b4ec8223de47df7d9aca639__006,narwhals-dev/narwhals,bfce451d7c7b3e519b4ec8223de47df7d9aca639,tests/pickle_test.py,tests__pickle_test.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/bfce451d7c7b3e519b4ec8223de47df7d9aca639/tests__pickle_test.py.before.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/bfce451d7c7b3e519b4ec8223de47df7d9aca639/tests__pickle_test.py.after.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/bfce451d7c7b3e519b4ec8223de47df7d9aca639/tests__pickle_test.py.patch,Yes,exact_match,complete,Other / Manual,Other / Manual,34
narwhals-dev__narwhals__bfce451d7c7b3e519b4ec8223de47df7d9aca639__007,narwhals-dev/narwhals,bfce451d7c7b3e519b4ec8223de47df7d9aca639,tests/series_only/cast_test.py,tests__series_only__cast_test.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/bfce451d7c7b3e519b4ec8223de47df7d9aca639/tests__series_only__cast_test.py.before.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/bfce451d7c7b3e519b4ec8223de47df7d9aca639/tests__series_only__cast_test.py.after.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/bfce451d7c7b3e519b4ec8223de47df7d9aca639/tests__series_only__cast_test.py.patch,Yes,exact_match,complete,Other / Manual,Other / Manual,43
narwhals-dev__narwhals__bfce451d7c7b3e519b4ec8223de47df7d9aca639__008,narwhals-dev/narwhals,bfce451d7c7b3e519b4ec8223de47df7d9aca639,tests/series_only/is_ordered_categorical_test.py,tests__series_only__is_ordered_categorical_test.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/bfce451d7c7b3e519b4ec8223de47df7d9aca639/tests__series_only__is_ordered_categorical_test.py.before.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/bfce451d7c7b3e519b4ec8223de47df7d9aca639/tests__series_only__is_ordered_categorical_test.py.after.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/bfce451d7c7b3e519b4ec8223de47df7d9aca639/tests__series_only__is_ordered_categorical_test.py.patch,Yes,exact_match,complete,Import/setup-only,Import/setup-only,36
narwhals-dev__narwhals__bfce451d7c7b3e519b4ec8223de47df7d9aca639__009,narwhals-dev/narwhals,bfce451d7c7b3e519b4ec8223de47df7d9aca639,tests/translate/get_native_namespace_test.py,tests__translate__get_native_namespace_test.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/bfce451d7c7b3e519b4ec8223de47df7d9aca639/tests__translate__get_native_namespace_test.py.before.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/bfce451d7c7b3e519b4ec8223de47df7d9aca639/tests__translate__get_native_namespace_test.py.after.py,second_isolated_migrations_artifacts/narwhals-dev__narwhals/bfce451d7c7b3e519b4ec8223de47df7d9aca639/tests__translate__get_native_namespace_test.py.patch,Yes,exact_match,complete,Other / Manual,Other / Manual,42
