snippet_id,exclude_label,parse_success,gold_api_count,detected_api_count,tp_count,fp_count,fn_count,precision,recall,f1,exact_match,match_status,gold_detected_pandas_apis,latest_ast_detected_pandas_apis,true_positives,false_positives,false_negatives,unknown_methods
azure_ocr_from_dicts,,True,1,1,1,0,0,1.0,1.0,1.0,yes,exact,pandas.DataFrame,pandas.DataFrame,pandas.DataFrame,,,
img2table_azure_concat_lazy_migration,duplicate,True,1,1,1,0,0,1.0,1.0,1.0,yes,exact,pandas.concat,pandas.concat,pandas.concat,,,
img2table_azure_list_dfs_migration,,True,1,1,1,0,0,1.0,1.0,1.0,yes,exact,pandas.DataFrame,pandas.DataFrame,pandas.DataFrame,,,
img2table_google_vision_concat_lazy_migration,duplicate,True,1,1,1,0,0,1.0,1.0,1.0,yes,exact,pandas.concat,pandas.concat,pandas.concat,,,
img2table_google_vision_list_dfs_migration,duplicate,True,1,1,1,0,0,1.0,1.0,1.0,yes,exact,pandas.DataFrame,pandas.DataFrame,pandas.DataFrame,,,
img2table_pdf_list_dfs_migration,,True,2,2,2,0,0,1.0,1.0,1.0,yes,exact,"pandas.DataFrame
pandas.concat","pandas.DataFrame
pandas.concat","pandas.DataFrame
pandas.concat",,,
tesseract_ocr_concat_lazy,duplicate,True,1,1,1,0,0,1.0,1.0,1.0,yes,exact,pandas.concat,pandas.concat,pandas.concat,,,
tesseract_ocr_from_dicts,,True,1,1,1,0,0,1.0,1.0,1.0,yes,exact,pandas.DataFrame,pandas.DataFrame,pandas.DataFrame,,,
efc0581f_textract_concat_lazy,duplicate,True,1,1,1,0,0,1.0,1.0,1.0,yes,exact,pandas.concat,pandas.concat,pandas.concat,,,
efc0581f_textract_from_dicts,,True,1,1,1,0,0,1.0,1.0,1.0,yes,exact,pandas.DataFrame,pandas.DataFrame,pandas.DataFrame,,,
efc0581f_azure_concat_lazy,duplicate,True,1,1,1,0,0,1.0,1.0,1.0,yes,exact,pandas.concat,pandas.concat,pandas.concat,,,
efc0581f_azure_from_dicts,duplicate,True,1,1,1,0,0,1.0,1.0,1.0,yes,exact,pandas.DataFrame,pandas.DataFrame,pandas.DataFrame,,,
efc0581f_data_assign_bbox,,True,3,2,2,0,1,1.0,0.666667,0.8,no,partial,"pandas.DataFrame.assign
pandas.DataFrame.max
pandas.DataFrame.min","pandas.DataFrame.max
pandas.DataFrame.min","pandas.DataFrame.max
pandas.DataFrame.min",,pandas.DataFrame.assign,
efc0581f_data_filter_page,,True,0,0,0,0,0,1.0,1.0,1.0,yes,exact,,,,,,
efc0581f_data_groupby_agg_text,,True,5,4,4,0,1,1.0,0.8,0.888889,no,partial,"DataFrameGroupBy.agg
pandas.DataFrame.groupby
pandas.DataFrame.sort_values
pandas.Series.astype
pandas.Series.str.cat","DataFrameGroupBy.agg
pandas.DataFrame.groupby
pandas.DataFrame.sort_values
pandas.Series.astype","DataFrameGroupBy.agg
pandas.DataFrame.groupby
pandas.DataFrame.sort_values
pandas.Series.astype",,pandas.Series.str.cat,strip
efc0581f_data_merge_cross,unsuitable,False,9,0,0,0,9,0.0,0.0,0.0,no,false-negative only,"DataFrameGroupBy.agg
pandas.DataFrame
pandas.DataFrame.groupby
pandas.DataFrame.max
pandas.DataFrame.merge
pandas.DataFrame.min
pandas.DataFrame.reset_index
pandas.DataFrame.sort_values
pandas.Series.notnull",,,,"DataFrameGroupBy.agg
pandas.DataFrame
pandas.DataFrame.groupby
pandas.DataFrame.max
pandas.DataFrame.merge
pandas.DataFrame.min
pandas.DataFrame.reset_index
pandas.DataFrame.sort_values
pandas.Series.notnull",
efc0581f_vision_concat_lazy,duplicate,True,1,1,1,0,0,1.0,1.0,1.0,yes,exact,pandas.concat,pandas.concat,pandas.concat,,,
efc0581f_vision_from_dicts,duplicate,True,1,1,1,0,0,1.0,1.0,1.0,yes,exact,pandas.DataFrame,pandas.DataFrame,pandas.DataFrame,,,
efc0581f_pdf_concat_lazy,unsuitable,True,0,0,0,0,0,1.0,1.0,1.0,yes,exact,,,,,,
efc0581f_pdf_from_dicts,,True,2,2,2,0,0,1.0,1.0,1.0,yes,exact,"pandas.DataFrame
pandas.concat","pandas.DataFrame
pandas.concat","pandas.DataFrame
pandas.concat",,,
efc0581f_tesseract_concat_lazy,duplicate,True,1,1,1,0,0,1.0,1.0,1.0,yes,exact,pandas.concat,pandas.concat,pandas.concat,,,
efc0581f_tesseract_from_dicts,duplicate,True,1,1,1,0,0,1.0,1.0,1.0,yes,exact,pandas.DataFrame,pandas.DataFrame,pandas.DataFrame,,,
efc0581f_tesseract_nan_none,,True,0,0,0,0,0,1.0,1.0,1.0,yes,exact,,,,,,
efc0581f_dedup_nested_cross_join,,True,2,1,1,0,1,1.0,0.5,0.666667,no,partial,"pandas.DataFrame.merge
pandas.DataFrame.reset_index",pandas.DataFrame.merge,pandas.DataFrame.merge,,pandas.DataFrame.reset_index,
efc0581f_dedup_redundant_filter,,True,3,4,3,1,0,0.75,1.0,0.857143,no,partial,"pandas.DataFrame.drop
pandas.Series.drop_duplicates
pandas.Series.values","pandas.DataFrame.drop
pandas.Series.drop_duplicates
pandas.Series.to_list
pandas.Series.values","pandas.DataFrame.drop
pandas.Series.drop_duplicates
pandas.Series.values",pandas.Series.to_list,,
efc0581f_dedup_vertical_sort_cumcount,,True,3,3,3,0,0,1.0,1.0,1.0,yes,exact,"DataFrameGroupBy.cumcount
pandas.DataFrame.groupby
pandas.DataFrame.sort_values","DataFrameGroupBy.cumcount
pandas.DataFrame.groupby
pandas.DataFrame.sort_values","DataFrameGroupBy.cumcount
pandas.DataFrame.groupby
pandas.DataFrame.sort_values",,,
efc0581f_ident_explode_cells,,True,7,7,7,0,0,1.0,1.0,1.0,yes,exact,"pandas.DataFrame
pandas.DataFrame.columns
pandas.DataFrame.explode
pandas.DataFrame.index
pandas.DataFrame.reset_index
pandas.Series.notnull
pandas.Series.to_list","pandas.DataFrame
pandas.DataFrame.columns
pandas.DataFrame.explode
pandas.DataFrame.index
pandas.DataFrame.reset_index
pandas.Series.notnull
pandas.Series.to_list","pandas.DataFrame
pandas.DataFrame.columns
pandas.DataFrame.explode
pandas.DataFrame.index
pandas.DataFrame.reset_index
pandas.Series.notnull
pandas.Series.to_list",,,
efc0581f_ident_from_dicts_cross,,True,3,17,3,14,0,0.176471,1.0,0.3,no,partial,"pandas.DataFrame
pandas.DataFrame.copy
pandas.DataFrame.merge","DataFrameGroupBy.agg
pandas.DataFrame
pandas.DataFrame.columns
pandas.DataFrame.copy
pandas.DataFrame.explode
pandas.DataFrame.groupby
pandas.DataFrame.index
pandas.DataFrame.max
pandas.DataFrame.merge
pandas.DataFrame.min
pandas.DataFrame.reset_index
pandas.DataFrame.round
pandas.Series
pandas.Series.abs
pandas.Series.notnull
pandas.Series.to_list
pandas.concat","pandas.DataFrame
pandas.DataFrame.copy
pandas.DataFrame.merge","DataFrameGroupBy.agg
pandas.DataFrame.columns
pandas.DataFrame.explode
pandas.DataFrame.groupby
pandas.DataFrame.index
pandas.DataFrame.max
pandas.DataFrame.min
pandas.DataFrame.reset_index
pandas.DataFrame.round
pandas.Series
pandas.Series.abs
pandas.Series.notnull
pandas.Series.to_list
pandas.concat",,
efc0581f_ident_with_columns_conditions,,True,1,1,1,0,0,1.0,1.0,1.0,yes,exact,pandas.Series.abs,pandas.Series.abs,pandas.Series.abs,,,
efc0581f_lines_filter_words,,True,1,1,1,0,0,1.0,1.0,1.0,yes,exact,pandas.Series.isna,pandas.Series.isna,pandas.Series.isna,,,
efc0581f_lines_from_dicts_lazy,,True,4,4,4,0,0,1.0,1.0,1.0,yes,exact,"pandas.DataFrame
pandas.DataFrame.columns
pandas.DataFrame.max
pandas.concat","pandas.DataFrame
pandas.DataFrame.columns
pandas.DataFrame.max
pandas.concat","pandas.DataFrame
pandas.DataFrame.columns
pandas.DataFrame.max
pandas.concat",,,
efc0581f_lines_groupby_filter,,True,4,5,4,1,0,0.8,1.0,0.888889,no,partial,"DataFrameGroupBy.agg
pandas.DataFrame.groupby
pandas.DataFrame.reset_index
pandas.Series.values","DataFrameGroupBy.agg
pandas.DataFrame.groupby
pandas.DataFrame.reset_index
pandas.Series.to_list
pandas.Series.values","DataFrameGroupBy.agg
pandas.DataFrame.groupby
pandas.DataFrame.reset_index
pandas.Series.values",pandas.Series.to_list,,
a52cebfe_es_update_scaling_factors,unsuitable,True,0,3,0,3,0,0.0,0.0,0.0,no,false-positive only,,"pandas.DataFrame.set_index
pandas.DataFrame.to_xarray
pandas.concat",,"pandas.DataFrame.set_index
pandas.DataFrame.to_xarray
pandas.concat",,
a52cebfe_common_summary_filter,,True,0,4,0,4,0,0.0,0.0,0.0,no,false-positive only,,"pandas.DataFrame.index
pandas.DataFrame.xs
pandas.Index.rename
pandas.Series.reorder_levels",,"pandas.DataFrame.index
pandas.DataFrame.xs
pandas.Index.rename
pandas.Series.reorder_levels",,
a52cebfe_measured_data_pivot_join,unsuitable,False,0,0,0,0,0,1.0,1.0,1.0,yes,exact,,,,,,
acryo_molecules_translation_copy_migration,unsuitable,True,0,0,0,0,0,1.0,1.0,1.0,yes,exact,,,,,,
8017f91b_pairwise_cosine_loc,,True,0,2,0,2,0,0.0,0.0,0.0,no,false-positive only,,"pandas.DataFrame.loc
pandas.Series.item",,"pandas.DataFrame.loc
pandas.Series.item",,
8017f91b_pairwise_loc_filter,,True,0,1,0,1,0,0.0,0.0,0.0,no,false-positive only,,pandas.DataFrame.loc,,pandas.DataFrame.loc,,
8017f91b_hybrid_score_frame,,True,0,1,0,1,0,0.0,0.0,0.0,no,false-positive only,,pandas.DataFrame,,pandas.DataFrame,,
8017f91b_precompute_id_cross_frame,unsuitable,True,0,1,0,1,0,0.0,0.0,0.0,no,false-positive only,,pandas.DataFrame.index,,pandas.DataFrame.index,,
8017f91b_input_loc_col,,True,0,1,0,1,0,0.0,0.0,0.0,no,false-positive only,,pandas.DataFrame.loc,,pandas.DataFrame.loc,,
8017f91b_input_loc_index_item,,False,0,0,0,0,0,1.0,1.0,1.0,yes,exact,,,,,,
8017f91b_model_data_lang_loc_filter,unsuitable,True,0,1,0,1,0,0.0,0.0,0.0,no,false-positive only,,pandas.DataFrame.loc,,pandas.DataFrame.loc,,
8017f91b_model_data_loc_filter,unsuitable,True,0,1,0,1,0,0.0,0.0,0.0,no,false-positive only,,pandas.DataFrame.loc,,pandas.DataFrame.loc,,
pheval_gene_updater_find_identifier,unsuitable,True,0,2,0,2,0,0.0,0.0,0.0,no,false-positive only,,"pandas.DataFrame.items
pandas.DataFrame.keys",,"pandas.DataFrame.items
pandas.DataFrame.keys",,
pheval_gene_updater_find_symbol,unsuitable,True,0,0,0,0,0,1.0,1.0,1.0,yes,exact,,,,,,
ultralytics_benchmarks_config,unsuitable,True,0,1,0,1,0,0.0,0.0,0.0,no,false-positive only,,pandas.options,,pandas.options,,
portfolio_stock_from_pandas,,True,0,1,0,1,0,0.0,0.0,0.0,no,false-positive only,,pandas.DataFrame.index,,pandas.DataFrame.index,,
img2table_pdf_concat_lazy_migration,unsuitable,True,0,0,0,0,0,1.0,1.0,1.0,yes,exact,,,,,,
